,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1140,1141,20,RL,60.0,7350,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,Mn,ALQ,852,Unf,0,100,952,GasA,3,SBrkr,952,0,0,952,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1988.0,Unf,2,840,3,3,Y,0,0,0,0,0,0,0,6,2008,COD,Abnorml,139000
1141,1142,60,RL,,10304,IR1,Lvl,CulDSac,Gtl,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,BrkFace,44.0,3,4,CBlock,3,3,No,ALQ,381,Unf,0,399,780,GasA,5,SBrkr,1088,780,0,1868,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,1976.0,Unf,2,484,3,3,Y,448,96,0,0,0,0,0,10,2009,WD,Normal,197500
1142,1143,60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,CompShg,VinylSd,Stone,340.0,4,3,PConc,5,3,Gd,GLQ,1150,Unf,0,316,1466,GasA,5,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,4,11,Typ,1,3,BuiltIn,2006.0,RFn,3,1052,3,3,Y,125,144,0,0,0,0,0,4,2007,New,Partial,424870
1143,1144,20,RL,,9000,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,GLQ,288,Unf,0,718,1006,GasA,3,SBrkr,1006,0,0,1006,0,0,1,0,3,1,3,5,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,0,24,0,0,0,0,0,7,2008,WD,Normal,80000
1144,1145,190,RL,60.0,12180,Reg,Lvl,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,None,0.0,3,2,BrkTil,4,3,No,BLQ,348,Unf,0,324,672,Grav,2,FuseA,672,252,0,924,1,0,1,0,2,1,2,5,Typ,0,0,Detchd,1941.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,7,2010,WD,Normal,80000
1145,1146,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,1042,1042,GasA,5,SBrkr,1042,534,0,1576,0,0,1,0,3,1,3,8,Typ,1,4,Detchd,1928.0,Unf,1,225,3,3,Y,0,0,0,0,0,0,0,8,2006,WD,Family,149000
1146,1147,20,RL,,11200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,BrkFace,85.0,4,3,CBlock,4,3,No,GLQ,1258,Unf,0,40,1298,GasA,3,SBrkr,1298,0,0,1298,1,0,2,0,3,1,4,5,Typ,1,3,Attchd,1985.0,Unf,2,403,3,3,Y,165,26,0,0,0,0,0,5,2006,WD,Normal,180000
1147,1148,70,RL,75.0,12000,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,275,Unf,0,429,704,GasA,5,SBrkr,860,704,0,1564,0,0,1,1,3,1,2,7,Typ,1,4,Attchd,1941.0,Unf,1,234,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,174500
1148,1149,50,RM,,5700,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,572,572,GasA,3,SBrkr,572,539,0,1111,0,0,1,0,2,1,3,5,Typ,1,4,Detchd,1982.0,Unf,1,288,3,3,Y,0,0,176,0,0,0,0,8,2008,WD,Normal,116900
1149,1150,70,RM,50.0,9000,Reg,Lvl,Inside,Gtl,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,None,0.0,3,4,PConc,3,3,No,ALQ,624,Unf,0,26,650,GasA,5,SBrkr,832,650,0,1482,0,1,1,0,3,1,3,7,Typ,0,0,Detchd,1930.0,Unf,2,324,3,3,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,143000
1150,1151,20,RL,57.0,8280,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,932,932,GasA,5,FuseA,932,0,0,932,0,0,1,0,2,1,4,4,Typ,1,4,Attchd,1950.0,Unf,1,306,3,3,Y,0,0,214,0,0,0,0,11,2007,WD,Normal,124000
1151,1152,20,RL,134.0,17755,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,BrkFace,132.0,3,3,CBlock,3,3,No,BLQ,176,Unf,0,1290,1466,GasA,3,SBrkr,1466,0,0,1466,0,0,1,1,3,1,2,6,Typ,2,4,Attchd,1959.0,Fin,2,528,3,3,Y,0,140,0,0,100,0,0,11,2006,WD,Normal,149900
1152,1153,20,RL,90.0,14115,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,None,0.0,3,3,PConc,3,3,No,ALQ,296,GLQ,547,230,1073,GasA,5,SBrkr,1811,0,0,1811,0,0,1,0,2,1,5,6,Typ,1,4,Attchd,1956.0,Fin,2,470,3,3,Y,0,0,280,0,0,0,0,7,2006,WD,Abnorml,230000
1153,1154,30,RM,,5890,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,None,0.0,4,4,BrkTil,3,3,Av,ALQ,538,Unf,0,278,816,GasA,5,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,2002.0,Unf,1,432,3,3,Y,0,0,96,0,0,0,0,6,2008,WD,Normal,120500
1154,1155,60,RL,,13700,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,Stone,288.0,3,3,CBlock,3,3,Gd,ALQ,454,Unf,0,410,864,GasA,3,SBrkr,902,918,0,1820,0,0,1,2,4,1,4,8,Typ,2,4,Attchd,1965.0,Unf,2,492,3,3,Y,60,84,0,0,273,0,0,5,2008,WD,Normal,201800
1155,1156,20,RL,90.0,10768,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,None,0.0,4,4,CBlock,4,3,Gd,ALQ,1157,Unf,0,280,1437,GasA,3,SBrkr,1437,0,0,1437,1,0,2,0,3,1,4,6,Typ,1,2,Attchd,1976.0,RFn,2,528,3,3,Y,0,21,0,0,180,0,0,7,2007,WD,Normal,218000
1156,1157,80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,None,0.0,3,4,PConc,3,3,Gd,ALQ,633,Unf,0,586,1219,GasA,4,SBrkr,1265,0,0,1265,0,1,2,0,3,1,4,6,Typ,1,4,Attchd,1965.0,RFn,2,502,3,3,Y,0,92,0,96,0,0,0,10,2008,WD,Normal,179900
1157,1158,120,RL,34.0,5001,IR1,Lvl,Inside,Gtl,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,Stone,166.0,4,3,PConc,4,3,No,GLQ,904,Unf,0,410,1314,GasA,5,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2008.0,RFn,2,626,3,3,Y,172,62,0,0,0,0,0,7,2009,WD,Normal,230000
1158,1159,20,RL,92.0,11932,Reg,Lvl,FR2,Gtl,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,Stone,186.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1580,1580,GasA,5,SBrkr,1580,0,0,1580,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,3,830,3,3,Y,0,24,0,0,0,0,0,6,2008,ConLD,Partial,235128
1159,1160,60,RL,76.0,9120,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,BrkFace,270.0,4,3,CBlock,3,3,No,ALQ,442,Unf,0,459,901,GasA,3,SBrkr,943,933,0,1876,0,0,2,1,4,1,4,8,Typ,1,3,Attchd,1974.0,RFn,2,540,4,3,Y,0,69,0,0,0,0,0,7,2008,WD,Normal,185000
1160,1161,160,RL,24.0,2280,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,3,No,ALQ,311,Unf,0,544,855,GasA,2,SBrkr,855,601,0,1456,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1978.0,Unf,2,440,3,3,Y,26,0,0,0,0,0,0,7,2010,WD,Normal,146000
1161,1162,20,RL,,14778,IR1,Low,CulDSac,Gtl,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,BrkFace,72.0,4,3,CBlock,3,3,No,BLQ,728,Unf,0,568,1296,GasA,5,SBrkr,1640,0,0,1640,1,0,1,0,3,1,4,7,Typ,1,4,Detchd,1993.0,Unf,2,924,3,3,Y,108,0,0,216,0,0,0,11,2008,WD,Normal,224000
1162,1163,20,RL,109.0,8724,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,4,3,No,BLQ,492,Unf,0,402,894,GasA,4,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,Typ,1,1,Attchd,1968.0,Fin,2,450,3,3,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,129000
1163,1164,90,RL,60.0,12900,Reg,Lvl,Inside,Gtl,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,4,3,Av,GLQ,1198,Unf,0,0,1198,GasA,3,SBrkr,1258,0,0,1258,2,0,0,2,0,2,3,6,Typ,0,0,CarPort,1969.0,Unf,2,400,2,3,Y,120,0,0,0,0,0,0,1,2008,WD,Alloca,108959
1164,1165,80,RL,,16157,IR1,Lvl,FR2,Gtl,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,None,0.0,3,3,PConc,4,3,Gd,ALQ,680,Rec,391,289,1360,GasA,5,SBrkr,1432,0,0,1432,1,0,1,1,2,1,4,5,Typ,1,3,Attchd,1978.0,Unf,2,588,3,3,Y,168,180,0,0,0,0,0,6,2007,WD,Normal,194000
1165,1166,20,RL,79.0,9541,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,Stone,268.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1502,1502,GasA,5,SBrkr,1502,0,0,1502,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2009.0,RFn,2,644,3,3,Y,0,114,0,0,0,0,0,9,2009,New,Partial,233170
1166,1167,20,RL,64.0,10475,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,Stone,72.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,1694,1694,GasA,5,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,3,776,3,3,Y,160,33,0,0,0,0,0,2,2010,WD,Normal,245350
1167,1168,60,RL,58.0,10852,IR1,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,786,Unf,0,173,959,GasA,5,SBrkr,959,712,0,1671,1,0,2,1,3,1,3,7,Typ,1,3,Attchd,2000.0,Fin,2,472,3,3,Y,0,38,0,0,0,0,0,2,2006,WD,Normal,173000
1168,1169,70,RL,120.0,13728,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,None,0.0,3,3,CBlock,3,3,No,Rec,626,Unf,0,501,1127,GasA,5,SBrkr,1236,872,0,2108,0,0,2,0,4,1,4,7,Typ,2,3,Basment,1935.0,Unf,2,540,3,3,Y,0,0,0,0,90,0,0,7,2008,WD,Normal,235000
1169,1170,60,RL,118.0,35760,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,BrkFace,1378.0,4,4,PConc,5,3,Gd,GLQ,1387,Unf,0,543,1930,GasA,5,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,4,10,Typ,1,3,Attchd,1995.0,Fin,3,807,3,3,Y,361,76,0,0,0,0,0,7,2006,WD,Normal,625000
1170,1171,80,RL,76.0,9880,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,Av,ALQ,522,Unf,0,574,1096,GasA,3,SBrkr,1118,0,0,1118,1,0,1,0,3,1,3,6,Typ,1,1,Attchd,1977.0,Fin,1,358,3,3,Y,203,0,0,0,0,576,0,7,2008,WD,Normal,171000
1171,1172,20,RL,76.0,9120,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,ALQ,662,Unf,0,599,1261,GasA,5,SBrkr,1261,0,0,1261,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1958.0,RFn,2,433,3,3,Y,0,0,0,0,288,0,1400,11,2008,WD,Normal,163000
1172,1173,160,FV,35.0,4017,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,625,625,GasA,5,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,2006.0,Fin,2,625,3,3,Y,0,54,0,0,0,0,0,3,2008,WD,Normal,171900
1173,1174,50,RL,138.0,18030,IR1,Bnk,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,152,BLQ,469,977,1598,GasA,3,SBrkr,1636,971,479,3086,0,0,3,0,3,1,5,12,Maj1,1,4,NA,0.0,NA,0,0,0,0,Y,122,0,0,0,0,0,0,3,2007,WD,Normal,200500
1174,1175,70,RL,80.0,16560,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,4,3,No,Rec,503,Unf,0,449,952,GasA,3,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,3,9,Typ,1,4,Detchd,1932.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,239000
1175,1176,50,RL,85.0,10678,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,BrkFace,337.0,4,3,PConc,4,3,No,GLQ,700,Unf,0,983,1683,GasA,5,SBrkr,2129,743,0,2872,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1992.0,Fin,2,541,3,3,Y,0,33,0,0,0,0,0,4,2007,WD,Normal,285000
1176,1177,20,RL,37.0,6951,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,658,Unf,0,218,876,GasA,3,SBrkr,923,0,0,923,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1984.0,Unf,1,264,3,3,Y,362,0,0,0,0,0,0,10,2008,WD,Normal,119500
1177,1178,50,RM,,3950,Reg,Bnk,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,468,Unf,0,350,818,GasA,3,SBrkr,818,406,0,1224,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1926.0,Unf,1,210,3,3,N,0,0,116,0,0,0,0,12,2009,WD,Normal,115000
1178,1179,50,RL,54.0,7681,IR1,Lvl,FR2,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,731,731,GasA,5,SBrkr,820,523,0,1343,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,1921.0,Unf,1,186,2,3,Y,192,0,102,0,0,0,0,7,2009,WD,Normal,154900
1179,1180,20,RL,77.0,8335,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,None,0.0,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,4,SBrkr,1124,0,0,1124,0,0,1,0,3,1,3,5,Min2,1,4,NA,0.0,NA,0,0,0,0,N,0,36,190,0,0,0,0,4,2006,WD,Normal,93000
1180,1181,60,RL,,11170,IR2,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,None,0.0,3,3,Wood,4,3,No,LwQ,1216,Unf,0,0,1216,GasA,5,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3,8,Typ,0,0,Attchd,1990.0,Fin,2,693,3,3,Y,0,0,0,0,0,0,0,4,2006,WD,Normal,250000
1181,1182,120,RM,64.0,5587,IR1,HLS,Inside,Mod,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,Stone,186.0,5,3,PConc,5,3,Gd,GLQ,1480,Unf,0,120,1600,GasA,5,SBrkr,1652,0,0,1652,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2008.0,Fin,2,482,3,3,Y,162,53,0,153,0,0,0,11,2008,New,Partial,392500
1182,1183,60,RL,160.0,15623,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,None,0.0,4,3,PConc,5,3,Av,GLQ,2096,Unf,0,300,2396,GasA,5,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,5,10,Typ,2,3,Attchd,1996.0,Fin,3,813,3,3,Y,171,78,0,0,0,555,0,7,2007,WD,Abnorml,745000
1183,1184,30,RL,60.0,10800,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,None,0.0,3,3,BrkTil,3,3,No,Rec,821,Unf,0,299,1120,GasA,5,SBrkr,1130,0,0,1130,1,0,1,0,2,1,3,5,Typ,1,4,Detchd,1970.0,Unf,2,720,3,3,Y,229,0,0,0,0,0,0,6,2006,WD,Normal,120000
1184,1185,20,RL,50.0,35133,Reg,Lvl,Inside,Mod,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,BrkFace,226.0,3,3,CBlock,3,3,Gd,Rec,1159,Unf,0,413,1572,GasA,4,SBrkr,1572,0,0,1572,1,0,1,1,3,1,3,5,Typ,2,3,2Types,1963.0,RFn,3,995,3,3,Y,0,263,0,0,263,0,0,5,2007,WD,Normal,186700
1185,1186,50,RL,60.0,9738,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,None,0.0,3,4,BrkTil,3,3,No,BLQ,392,Unf,0,392,784,GasA,4,SBrkr,949,272,0,1221,1,0,1,0,4,1,3,7,Typ,0,0,Attchd,1965.0,Unf,1,392,3,3,Y,0,0,236,0,0,0,0,3,2006,WD,Normal,104900
1186,1187,190,RL,107.0,10615,IR1,Bnk,Corner,Mod,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,2,3,Mn,BLQ,440,Unf,0,538,978,GasA,3,SBrkr,1014,685,0,1699,1,0,2,0,3,2,3,7,Typ,0,0,CarPort,1920.0,Unf,2,420,2,2,Y,0,74,0,0,0,0,0,8,2009,WD,Abnorml,95000
1187,1188,20,RL,89.0,12461,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,None,0.0,4,3,PConc,4,3,No,GLQ,1456,Unf,0,168,1624,GasA,5,SBrkr,1624,0,0,1624,1,0,2,0,2,1,4,5,Typ,1,2,Attchd,1994.0,RFn,3,757,3,3,Y,0,114,192,0,0,0,0,7,2006,WD,Normal,262000
1188,1189,60,RL,68.0,8935,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,95.0,4,3,PConc,4,3,No,Unf,0,Unf,0,831,831,GasA,5,SBrkr,831,829,0,1660,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2002.0,RFn,2,493,3,3,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
1189,1190,60,RL,60.0,7500,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,994,994,GasA,4,SBrkr,1028,776,0,1804,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1999.0,Fin,2,442,3,3,Y,140,60,0,0,0,0,0,6,2010,WD,Normal,189000
1190,1191,190,RL,,32463,Reg,Low,Inside,Mod,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,Stone,149.0,3,4,CBlock,3,3,Av,BLQ,1159,Unf,0,90,1249,GasA,5,SBrkr,1622,0,0,1622,1,0,1,0,3,1,3,7,Typ,1,3,2Types,1975.0,Fin,4,1356,3,3,Y,439,0,0,0,0,0,0,3,2007,WD,Normal,168000
1191,1192,160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,456.0,4,3,PConc,4,3,No,Unf,0,Unf,0,776,776,GasA,5,SBrkr,764,677,0,1441,0,0,2,1,2,1,4,5,Typ,0,0,Detchd,1999.0,Unf,2,492,3,3,Y,206,0,0,0,0,0,0,11,2007,WD,Normal,174000
1192,1193,50,RM,60.0,9600,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,None,0.0,3,3,PConc,3,3,Mn,Unf,0,Unf,0,702,702,GasA,4,SBrkr,842,630,0,1472,0,0,1,0,3,1,4,6,Typ,0,0,Detchd,1925.0,Unf,1,250,3,2,P,0,0,84,0,0,0,0,7,2007,WD,Normal,125000
1193,1194,120,RM,,4500,Reg,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,BrkFace,425.0,3,3,PConc,5,3,No,GLQ,883,Unf,0,341,1224,GasA,5,SBrkr,1224,0,0,1224,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1999.0,Fin,2,402,3,3,Y,0,304,0,0,0,0,0,6,2009,WD,Normal,165000
1194,1195,60,RL,80.0,9364,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,Stone,143.0,3,3,CBlock,3,3,No,ALQ,371,Unf,0,292,663,GasA,3,SBrkr,663,689,0,1352,0,0,1,1,4,1,3,7,Typ,0,0,Attchd,1969.0,Fin,1,299,3,3,Y,379,36,0,0,0,0,0,3,2010,WD,Normal,158000
1195,1196,60,RL,51.0,8029,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,728,728,GasA,5,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,2005.0,Fin,2,400,3,3,Y,100,24,0,0,0,0,0,7,2008,WD,Normal,176000
1196,1197,60,RL,58.0,14054,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,879,879,GasA,5,SBrkr,879,984,0,1863,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2006.0,Fin,3,660,3,3,Y,100,17,0,0,0,0,0,11,2006,New,Partial,219210
1197,1198,75,RM,65.0,8850,IR1,Bnk,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,815,815,GasA,5,SBrkr,815,875,0,1690,0,0,1,0,3,1,3,7,Typ,1,4,Detchd,1916.0,Unf,1,225,3,3,Y,0,0,330,0,0,0,0,7,2006,ConLw,Normal,144000
1198,1199,20,RL,70.0,9100,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1212,1212,GasA,5,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2001.0,RFn,2,573,3,3,Y,356,0,0,0,0,0,0,6,2009,WD,Normal,178000
1199,1200,20,RL,75.0,11235,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,BrkFace,51.0,3,3,CBlock,3,3,No,Rec,547,Unf,0,504,1051,GasA,4,SBrkr,1382,0,0,1382,0,0,1,1,3,1,3,6,Typ,1,1,Attchd,1974.0,Unf,2,459,3,3,Y,0,82,0,0,0,0,0,10,2006,WD,Normal,148000
1200,1201,20,RL,71.0,9353,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,864,864,GasA,4,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1972.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,7,2006,Oth,Abnorml,116050
1201,1202,60,RL,80.0,10400,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,Av,Unf,0,Unf,0,866,866,GasA,5,SBrkr,866,913,0,1779,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,1998.0,RFn,2,546,3,3,Y,198,36,0,0,0,0,0,3,2009,WD,Normal,197900
